Domicile,Selection Quota,Hafiz e Quran,NTS,ECAT/MCAT,FA/FSC,BA/BSC,English Marks,Offered
Bahawalpur,,No,43,0,916,0,0,Yes
OPEN,,No,54,0,670,0,0,No
Bahawalpur,,No,1,1,882,0,0,No
Bahawalpur,,No,46,27,609,0,0,No
OPEN,,No,45,0,587,0,0,No
Bahawalpur,,No,45,0,535,0,0,No
OPEN,,No,46,0,618,0,0,No
OPEN,,No,18,18,713,0,0,No
Bahawalpur,,No,59,0,867,0,0,Yes
Bahawalpur,,No,49,0,551,0,0,No
Bahawalpur,,No,54,0,785,0,0,No
Bahawalpur,,No,67,0,611,0,0,No
Bahawalpur,,No,55,0,785,0,0,No
Bahawalpur,,No,57,0,838,0,0,Yes
Bahawalpur,,Yes,56,0,724,0,0,No
OPEN,,No,43,0,558,0,0,No
OPEN,,,57,0,709,0,0,No
Bahawalpur,,No,52,0,718,0,0,No
Bahawalpur,,No,44,13,805,0,0,No
Bahawalpur,,Yes,52,25,755,0,0,No
