1`(32,Agriculture,47,845,771,144,140,125,114,161,43,Yes)++,,
1`(35,Agriculture,43,865,789,133,135,173,121,138,43,Yes)++,,No =  0 
1`(87,Agriculture,55,898,749,151,157,95,121,0,0,Yes)++,,Yes = 37
1`(99,Agriculture,47,851,926,175,171,151,45,172,46,Yes)++,,
1`(124,Agriculture,54,805,701,141,104,110,117,145,44,Yes)++,,
1`(146,Agriculture,52,788,768,153,105,159,0,151,0,Yes)++,,
1`(150,Agriculture,53,840,854,166,144,164,0,156,0,Yes)++,,
1`(156,Agriculture,52,868,729,153,115,106,116,148,49,Yes)++,,
1`(162,Agriculture,57,878,757,142,132,43,123,153,126,Yes)++,,
1`(168,Agriculture,46,787,735,114,148,151,111,0,0,Yes)++,,
1`(181,Agriculture,50,921,756,143,150,143,100,127,44,Yes)++,,
1`(184,Agriculture,56,777,800,130,80,120,45,150,76,Yes)++,,
1`(194,Agriculture,42,806,745,141,118,47,122,145,127,Yes)++,,
1`(202,Agriculture,47,873,841,150,178,47,106,134,180,Yes)++,,
1`(221,Agriculture,43,851,737,137,142,43,110,131,129,Yes)++,,
1`(246,Agriculture,56,777,800,130,80,120,45,150,76,Yes)++,,
1`(255,Agriculture,56,855,781,151,147,151,122,0,0,Yes)++,,
1`(345,Agriculture,48,840,830,157,165,132,41,41,0,Yes)++,,
1`(350,Agriculture,52,830,761,151,152,158,107,44,105,Yes)++,,
1`(358,Agriculture,47,873,754,126,132,144,123,44,142,Yes)++,,
1`(373,Agriculture,57,802,721,160,124,110,117,36,133,Yes)++,,
1`(374,Agriculture,51,788,720,117,129,140,118,0,0,Yes)++,,
1`(376,Agriculture,54,805,910,167,177,156,46,180,139,Yes)++,,
1`(384,Agriculture,54,876,934,176,47,45,0,0,0,Yes)++,,
1`(387,Agriculture,59,821,730,125,158,87,119,104,137,Yes)++,,
1`(396,Agriculture,54,918,907,168,154,178,0,0,0,Yes)++,,
1`(400,Agriculture,51,955,948,179,185,166,43,183,152,Yes)++,,
1`(421,Agriculture,42,877,949,180,172,185,42,165,159,Yes)++,,
1`(426,Agriculture,62,820,706,144,106,118,0,0,0,Yes)++,,
1`(439,Agriculture,54,918,907,168,154,178,0,0,0,Yes)++,,
1`(440,Agriculture,58,861,775,136,158,122,0,0,0,Yes)++,,
1`(445,Agriculture,47,848,746,160,114,118,120,0,0,Yes)++,,
1`(494,Agriculture,50,806,778,143,117,165,123,145,0,Yes)++,,
1`(496,Agriculture,48,789,747,128,164,132,104,45,40,Yes)++,,
1`(524,Agriculture,56,877,827,160,163,141,0,0,0,Yes)++,,
1`(539,Agriculture,56,890,767,126,89,156,40,156,154,Yes)++,,
1`(544,Agriculture,56,900,821,163,146,134,46,147,139,Yes),,
