1`(4,Agriculture,0,726,780,0,0,0,0,0,0,No)++,,
1`(10,Agriculture,0,842,904,169,155,47,166,155,171,No)++,,
1`(81,Agriculture,0,864,735,117,160,125,135,103,47,No)++,,"No,No++ = 23"
1`(101,Agriculture,0,949,805,144,149,120,150,0,0,No)++,,
1`(104,Agriculture,0,867,851,0,0,0,0,0,0,No)++,,P1 = 
1`(200,Agriculture,0,775,863,179,158,120,157,164,0,No)++,,
1`(213,Agriculture,0,840,796,155,133,91,125,152,140,No)++,,
1`(216,Agriculture,0,760,783,139,104,41,139,159,156,No)++,,
1`(229,Agriculture,0,617,822,151,119,155,166,144,0,No)++,,
1`(250,Agriculture,0,846,767,156,136,154,106,44,135,No)++,,
1`(251,Agriculture,0,844,725,145,141,41,118,113,125,No)++,,
1`(327,Agriculture,0,767,738,97,151,143,131,0,0,No)++,,
1`(394,Agriculture,0,742,702,123,133,38,154,122,102,No)++,,
1`(408,Agriculture,0,657,747,147,128,42,129,133,122,No)++,,
1`(414,Agriculture,0,907,786,155,130,172,30,121,38,No)++,,
1`(437,Agriculture,0,745,747,115,138,135,143,138,0,No)++,,
1`(444,Agriculture,0,672,705,95,134,109,146,139,0,No)++,,
1`(446,Agriculture,0,802,729,141,102,118,133,155,80,No)++,,
1`(448,Agriculture,0,920,774,130,141,154,145,122,48,No)++,,
1`(449,Agriculture,0,868,920,164,161,165,178,160,46,No)++,,
1`(479,Agriculture,0,981,967,180,175,178,162,180,47,No)++,,
1`(483,Agriculture,0,742,702,123,133,38,154,122,102,No)++,,
1`(491,Agriculture,0,928,901,0,0,0,0,0,0,No),,
