1`(326,972,82,1)++
1`(327,803,52,1)++
1`(328,691,49,0)++
1`(329,634,71,0)++
1`(330,755,50,0)++
1`(331,724,42,1)++
1`(332,832,40,0)++
1`(333,771,55,0)++
1`(334,598,57,0)++
1`(335,828,50,0)++
1`(336,652,50,0)++
1`(337,742,51,0)++
1`(338,620,43,0)++
1`(339,810,53,1)++
1`(340,705,58,0)++
1`(341,523,40,1)++
1`(342,743,40,0)++
1`(343,654,50,0)++
1`(344,684,56,0)++
1`(345,769,49,0)++
1`(346,811,55,1)++
1`(347,724,50,0)++
1`(348,661,53,0)++
1`(349,517,46,0)++
1`(350,845,51,1)++
1`(351,564,46,0)++
1`(352,735,52,0)++
1`(353,560,47,0)++
1`(354,864,55,1)++
1`(355,704,56,0)++
1`(356,711,57,0)++
1`(357,754,50,0)++
1`(358,518,46,0)++
1`(359,615,53,0)++
1`(360,645,57,1)++
1`(361,570,30,0)++
1`(362,742,55,0)++
1`(363,920,61,1)++
1`(364,695,58,0)++
1`(365,735,61,0)++
1`(366,623,52,0)++
1`(367,763,57,0)++
1`(368,907,61,1)++
1`(369,753,48,0)++
1`(370,619,41,0)++
1`(371,814,57,0)++
1`(372,802,53,0)++
1`(373,754,52,0)++
1`(374,868,85,1)++
1`(375,644,50,0)++
1`(376,703,63,1)++
1`(377,761,50,0)++
1`(378,604,63,0)++
1`(379,758,28,0)++
1`(380,624,46,0)++
1`(381,727,53,0)++
1`(382,662,52,0)++
1`(383,773,51,1)++
1`(384,562,63,0)++
1`(385,646,50,0)++
1`(386,783,54,0)++
1`(387,846,54,1)++
1`(388,531,47,0)++
1`(389,737,54,0)++
1`(390,802,46,0)++
1`(391,828,56,0)++
1`(392,693,54,0)++
1`(393,894,43,0)++
1`(394,614,43,0)++
1`(395,637,56,0)++
1`(396,618,40,0)++
1`(397,874,62,1)++
1`(398,782,56,0)++
1`(399,867,50,1)++
1`(400,705,55,0)++
1`(401,652,48,0)++
1`(402,854,59,1)++
1`(403,662,54,0)++
1`(404,745,47,0)++
1`(405,720,34,0)++
1`(406,760,50,0)++
1`(407,813,54,1)++
1`(408,529,45,0)++
1`(409,792,52,0)++
1`(410,657,41,0)++
1`(411,686,50,0)++
1`(412,814,65,1)++
1`(413,575,52,0)++
1`(414,731,51,0)++
1`(415,595,42,0)++
1`(416,812,47,0)++
1`(417,552,60,0)++
1`(418,685,61,0)++
1`(419,724,45,0)++
1`(420,571,42,0)++
1`(421,642,40,0)++
1`(422,777,40,0)++
1`(423,752,50,0)++
1`(424,726,47,0)++
1`(425,666,48,0)++
1`(426,618,65,0)++
1`(427,756,59,0)++
1`(428,626,43,0)++
1`(429,855,50,1)++
1`(430,801,53,0)++
1`(431,880,41,0)++
1`(432,697,52,0)++
1`(433,643,50,0)++
1`(434,859,53,1)++
1`(435,897,52,1)++
1`(436,649,50,0)++
1`(437,664,51,0)++
1`(438,588,41,0)++
1`(439,751,51,0)++
1`(440,552,53,0)++
1`(441,824,28,0)++
1`(442,749,55,0)++
1`(443,767,53,0)++
1`(444,589,48,0)++
1`(445,583,40,1)++
1`(446,731,53,0)++
1`(447,782,58,1)++
1`(448,873,59,1)++
1`(449,765,54,0)++
1`(450,600,52,0)++
1`(451,513,50,0)++
1`(452,633,57,0)++
1`(453,662,53,0)++
1`(454,859,40,1)++
1`(455,865,53,0)++
1`(456,800,53,0)++
1`(457,627,51,0)++
1`(458,709,50,0)++
1`(459,678,44,0)++
1`(460,770,49,0)++
1`(461,635,52,0)++
1`(462,754,43,0)++
1`(463,616,53,0)++
1`(464,604,45,0)++
1`(465,754,47,0)++
1`(466,894,59,0)++
1`(467,807,49,0)++
1`(468,666,55,0)++
1`(469,531,50,0)++
1`(470,840,41,1)++
1`(471,484,0,0)++
1`(472,581,54,0)++
1`(473,794,51,0)++
1`(474,859,24,0)++
1`(475,626,50,0)++
1`(476,608,43,0)++
1`(477,589,46,0)++
1`(478,775,68,0)++
1`(479,756,0,0)++
1`(480,829,56,0)++
1`(481,715,40,1)++
1`(482,654,34,0)++
1`(483,804,56,0)++
1`(484,703,50,0)++
1`(485,741,47,0)++
1`(486,686,57,0)++
1`(487,675,50,0)++
1`(488,634,50,0)++
1`(489,742,50,0)++
1`(490,861,48,0)++
1`(491,702,37,0)++
1`(492,755,40,0)++
1`(493,871,54,0)++
1`(494,688,26,0)++
1`(495,841,0,0)++
1`(496,780,0,0)++
1`(497,815,53,1)++
1`(498,856,52,1)++
1`(499,817,42,0)++
1`(500,842,53,0)++
1`(501,704,48,0)++
1`(502,856,0,0)++
1`(503,804,0,0)++
1`(504,814,66,0)++
1`(505,723,49,0)++
1`(506,834,73,0)++
1`(507,893,59,0)++
1`(508,780,48,0)++
1`(509,839,38,0)++
1`(510,803,59,0)++
1`(511,841,62,1)++
1`(512,693,48,0)++
1`(513,842,49,0)++
1`(514,830,55,0)++
1`(515,501,0,0)++
1`(516,806,47,0)++
1`(517,849,53,1)++
1`(518,629,0,0)++
1`(519,681,50,0)++
1`(520,725,50,0)++
1`(521,826,64,0)++
1`(522,782,44,0)++
1`(523,871,44,0)++
1`(524,728,56,0)++
1`(525,905,59,1)++
1`(526,690,46,0)++
1`(527,600,53,0)++
1`(528,741,41,0)++
1`(529,691,0,0)++
1`(530,698,45,0)++
1`(531,557,26,0)++
1`(532,618,50,0)++
1`(533,856,47,0)++
1`(534,766,0,0)++
1`(535,848,54,0)++
1`(536,529,47,0)++
1`(537,608,44,0)++
1`(538,747,46,0)++
1`(539,888,59,0)++
1`(540,501,0,0)++
1`(541,817,50,0)++
1`(542,852,44,1)++
1`(543,674,49,0)++
1`(544,920,60,0)++
1`(545,843,0,0)++
1`(546,827,58,0)++
1`(547,690,0,0)++
1`(548,833,83,0)++
1`(549,713,0,0)++
1`(550,664,50,0)++
1`(551,707,49,0)++
1`(552,658,41,0)++
1`(553,764,54,0)++
1`(554,801,52,0)++
1`(555,627,55,0)++
1`(556,879,49,0)++
1`(557,862,46,0)++
1`(558,892,52,0)++
1`(559,661,41,0)++
1`(560,811,22,0)++
1`(561,701,40,0)++
1`(562,706,54,0)++
1`(563,882,43,0)++
1`(564,726,50,0)++
1`(565,875,51,0)++
1`(566,704,43,0)++
1`(567,816,63,0)++
1`(568,642,52,0)++
1`(569,765,60,1)++
1`(570,689,46,0)++
1`(571,647,33,0)++
1`(572,825,51,1)++
1`(573,860,57,0)++
1`(574,754,51,0)++
1`(575,748,60,0)++
1`(576,818,55,0)++
1`(577,546,50,0)++
1`(578,780,57,0)++
1`(579,683,60,0)++
1`(580,682,60,0)++
1`(581,659,52,0)++
1`(582,694,55,0)++
1`(583,717,54,0)++
1`(584,816,50,0)++
1`(585,723,43,0)++
1`(586,814,50,0)++
1`(587,788,32,0)++
1`(588,794,0,0)++
1`(589,763,41,0)++
1`(590,757,48,0)++
1`(591,854,43,0)++
1`(592,913,62,1)++
1`(593,800,49,0)++
1`(594,650,31,0)++
1`(595,787,50,0)++
1`(596,746,51,0)++
1`(597,627,59,0)++
1`(598,744,50,0)++
1`(599,604,42,0)++
1`(600,818,41,0)++
1`(601,794,46,0)++
1`(602,590,47,0)++
1`(603,775,53,0)++
1`(604,879,49,0)++
1`(605,613,50,0)++
1`(606,812,53,0)++
1`(607,745,50,0)++
1`(608,622,50,0)++
1`(609,840,50,0)++
1`(610,791,59,1)++
1`(611,611,34,0)++
1`(612,815,60,0)++
1`(613,815,49,0)++
1`(614,679,55,0)++
1`(615,794,50,0)++
1`(616,772,40,1)++
1`(617,800,43,0)++
1`(618,801,50,0)++
1`(619,592,72,0)++
1`(620,729,34,0)++
1`(621,601,45,0)++
1`(622,756,43,0)++
1`(623,787,50,0)++
1`(624,847,44,0)++
1`(625,682,52,0)++
1`(626,920,57,1)++
1`(627,730,55,0)++
1`(628,670,43,0)++
1`(629,565,47,0)++
1`(630,915,60,0)++
1`(631,731,60,0)++
1`(632,583,48,0)++
1`(633,810,57,0)++
1`(634,951,55,1)++
1`(635,604,43,0)++
1`(636,672,52,0)++
1`(637,643,50,0)++
1`(638,888,66,1)++
1`(639,623,60,0)++
1`(640,819,58,0)++
1`(641,693,45,0)++
1`(642,842,44,0)++
1`(643,739,53,0)++
1`(644,643,48,0)++
1`(645,708,52,0)++
1`(646,838,61,1)++
1`(647,734,43,0)++
1`(648,678,45,0)++
1`(649,679,50,0)++
1`(650,812,69,0)++
1`(651,974,81,0)++
1`(652,863,64,0)++
1`(653,702,43,0)++
1`(654,638,58,0)++
1`(655,816,57,0)++
1`(656,841,46,0)++
1`(657,647,0,0)++
1`(658,860,61,1)++
1`(659,922,72,0)++
1`(660,925,67,1)++
1`(661,811,63,0)++
1`(662,751,48,0)++
1`(663,916,66,0)++
1`(664,773,65,1)++
1`(665,589,49,0)++
1`(666,792,49,0)++
1`(667,744,58,0)++
1`(668,725,47,0)++
1`(669,799,41,0)++
1`(670,801,44,0)++
1`(671,840,54,0)++
1`(672,777,54,0)++
1`(673,683,43,0)++
1`(674,839,52,0)++
1`(675,816,51,0)++
1`(676,736,50,0)++
1`(677,720,57,0)++
1`(678,647,57,0)++
1`(679,454,53,0)++
1`(680,484,0,0)++
1`(681,603,34,0)++
1`(682,722,39,0)++
1`(683,879,58,0)++
1`(684,806,61,0)++
1`(685,892,0,0)++
1`(686,656,46,0)++
1`(687,842,52,0)++
1`(688,730,54,0)++
1`(689,731,58,0)++
1`(690,674,61,0)++
1`(691,602,44,0)++
1`(692,772,44,0)++
1`(693,722,62,0)++
1`(694,729,50,0)++
1`(695,823,45,0)++
1`(696,860,48,0)++
1`(697,857,63,0)++
1`(698,690,38,0)++
1`(699,759,48,0)++
1`(700,820,53,0)++
1`(701,609,54,0)++
1`(702,732,42,0)++
1`(703,951,73,0)++
1`(704,857,57,1)++
1`(705,763,57,0)++
1`(706,780,63,0)++
1`(707,494,0,0)++
1`(708,568,57,0)++
1`(709,839,49,0)++
1`(710,865,69,1)++
1`(711,679,47,0)++
1`(712,803,37,0)++
1`(713,490,57,0)++
1`(714,522,46,0)++
1`(715,705,0,0)++
1`(716,570,56,0)++
1`(717,778,50,0)++
1`(718,1018,49,1)++
1`(719,712,32,0)++
1`(720,835,62,1)++
1`(721,853,57,1)++
1`(722,772,57,1)++
1`(723,731,64,0)++
1`(724,741,56,0)++
1`(725,718,50,0)++
1`(726,809,68,1)++
1`(727,817,59,0)++
1`(728,671,30,0)++
1`(729,557,0,0)++
1`(730,782,50,0)++
1`(731,517,0,0)++
1`(732,678,48,0)++
